customerID,gender,SeniorCitizen,Partner,StreamingTV,PhoneService,InternetService,PaperlessBilling,Churn
6051-PTVNS,Female,No,Yes,No internet service,Yes,No,No,0
2344-JMOGN,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
3799-ISUZQ,Male,No,Yes,No,Yes,Fiber optic,Yes,1
2877-VDUER,Female,No,Yes,Yes,No,DSL,No,0
9152-AMKAK,Male,No,No,Yes,Yes,DSL,Yes,0
1794-HBQTJ,Female,No,No,No,Yes,DSL,Yes,1
9432-VOFYX,Male,No,No,No,Yes,Fiber optic,Yes,0
8049-WJCLQ,Male,No,Yes,Yes,Yes,DSL,No,0
6586-PSJOX,Male,No,No,No,Yes,DSL,No,0
2460-FPSYH,Female,Yes,No,Yes,No,DSL,Yes,1
9705-ZJBCG,Female,No,Yes,No,Yes,DSL,No,0
4818-DRBQT,Male,No,Yes,No,Yes,Fiber optic,Yes,1
1320-HTRDR,Female,No,No,No,Yes,Fiber optic,Yes,1
6847-KJLTS,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
9670-BPNXF,Female,No,No,No,Yes,DSL,Yes,0
3913-FCUUW,Female,No,Yes,No,Yes,DSL,Yes,0
3301-VKTGC,Male,No,Yes,No,Yes,Fiber optic,Yes,0
1493-AMTIE,Male,No,No,No internet service,Yes,No,Yes,1
9555-SAHUZ,Female,No,Yes,No,Yes,DSL,No,0
0816-TSPHQ,Male,No,No,No internet service,Yes,No,No,0
9932-WBWIK,Male,No,No,No internet service,Yes,No,No,0
4619-EVPHY,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
5286-YHCVC,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
6424-ELEYH,Female,No,Yes,No,Yes,Fiber optic,Yes,1
4391-RESHN,Male,No,No,Yes,Yes,Fiber optic,Yes,1
9115-YQHGA,Male,No,No,No,Yes,DSL,Yes,0
4462-CYWMH,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
8963-MQVYN,Female,No,No,No internet service,Yes,No,Yes,0
2458-EOMRE,Female,No,No,No,Yes,DSL,No,0
9334-GWGOW,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
6821-BUXUX,Female,No,No,Yes,Yes,Fiber optic,Yes,1
5028-HTLJB,Male,Yes,No,No internet service,Yes,No,No,1
9801-GDWGV,Female,No,No,Yes,Yes,Fiber optic,Yes,1
6542-LWGXJ,Male,No,Yes,No,No,DSL,No,0
5567-GZKQY,Male,No,No,No internet service,Yes,No,No,0
1222-LRYKO,Male,No,No,No internet service,Yes,No,No,0
2320-JRSDE,Female,No,Yes,No internet service,Yes,No,Yes,1
2087-QAREY,Female,No,Yes,No,Yes,DSL,Yes,0
0601-WZHJF,Male,No,Yes,Yes,No,DSL,No,1
4423-JWZJN,Male,No,Yes,No,Yes,Fiber optic,No,0
5143-WMWOG,Male,No,No,No internet service,Yes,No,No,1
6490-FGZAT,Male,No,No,No internet service,Yes,No,No,0
5393-RXQSZ,Male,No,No,No,Yes,Fiber optic,No,1
7452-FOLON,Male,No,No,No internet service,Yes,No,No,0
2320-TZRRH,Female,No,No,No internet service,Yes,No,No,0
0231-LXVAP,Male,No,No,No,Yes,Fiber optic,Yes,1
9444-JTXHZ,Male,No,Yes,No,Yes,Fiber optic,No,1
4942-VZZOM,Male,No,Yes,Yes,Yes,DSL,Yes,0
5510-BOIUJ,Male,No,No,No internet service,Yes,No,No,1
7502-BNYGS,Female,No,Yes,Yes,Yes,DSL,Yes,0
4291-HYEBC,Female,Yes,Yes,No,No,DSL,Yes,0
6147-CBCRA,Female,No,Yes,No internet service,Yes,No,No,0
6047-SUHPR,Male,No,Yes,No,Yes,DSL,No,0
4471-KXAUH,Female,No,Yes,No,Yes,Fiber optic,Yes,1
9752-ZNQUT,Female,No,No,No,Yes,DSL,Yes,0
7638-QVMVY,Female,No,No,Yes,Yes,Fiber optic,Yes,1
1576-PFZIW,Male,Yes,Yes,Yes,Yes,Fiber optic,No,0
5666-MBJPT,Male,No,No,No internet service,Yes,No,Yes,0
7312-XSBAT,Male,No,No,No,Yes,DSL,No,0
3096-GKWEB,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
2371-JQHZZ,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
0674-GCDXG,Male,No,No,No,Yes,DSL,Yes,0
1121-QSIVB,Female,No,No,Yes,Yes,DSL,Yes,0
4396-KLSEH,Male,No,No,No internet service,Yes,No,Yes,0
3244-DCJWY,Female,No,No,No,Yes,Fiber optic,Yes,1
2824-MYYBN,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
0875-CABNR,Female,Yes,No,No,Yes,Fiber optic,Yes,1
6345-HOVES,Male,No,No,No,No,DSL,Yes,0
8318-LCNBW,Male,No,Yes,Yes,No,DSL,No,0
6469-QJKZW,Female,No,Yes,No internet service,Yes,No,No,0
0147-ESWWR,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
1217-VASWC,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
7812-FZHPE,Female,No,Yes,No internet service,Yes,No,No,1
6370-ZVHDV,Female,No,Yes,No internet service,Yes,No,No,0
5915-DGNVC,Female,No,Yes,No,Yes,DSL,No,0
6260-XLACS,Male,No,No,No internet service,Yes,No,No,0
3566-CAAYU,Female,No,Yes,No,No,DSL,No,0
4983-CCWMC,Male,No,No,No,Yes,Fiber optic,Yes,0
9103-CXVOK,Male,No,Yes,No internet service,Yes,No,No,0
2896-TBNBE,Male,No,Yes,No,Yes,Fiber optic,No,0
4797-AXPXK,Female,No,No,No,Yes,DSL,Yes,1
5229-PRWKT,Male,No,No,No,Yes,Fiber optic,Yes,1
6982-UQZLY,Female,Yes,Yes,No internet service,Yes,No,Yes,1
2522-WLNSF,Female,Yes,Yes,Yes,Yes,DSL,No,0
3841-CONLJ,Female,No,Yes,No,No,DSL,No,0
5057-LCOUI,Female,No,No,Yes,No,DSL,Yes,1
0193-ESZXP,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
4475-NVTLU,Male,No,Yes,No internet service,Yes,No,No,0
4369-HTUIF,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
9386-LDCZR,Male,No,No,No,Yes,Fiber optic,Yes,0
9585-KKMFD,Male,No,Yes,No internet service,Yes,No,Yes,0
5399-ZIMKF,Male,No,No,No,Yes,Fiber optic,Yes,0
0336-KXKFK,Male,No,No,Yes,No,DSL,Yes,0
5619-XZZKR,Male,No,No,No internet service,Yes,No,No,0
3948-FVVRP,Male,No,Yes,No,Yes,DSL,No,0
5327-XOKKY,Male,Yes,Yes,Yes,Yes,DSL,Yes,0
0983-TATYJ,Female,No,Yes,No,Yes,DSL,Yes,0
1813-JYWTO,Female,No,Yes,No,Yes,Fiber optic,No,0
0156-FVPTA,Male,No,Yes,No,Yes,DSL,Yes,1
1984-FCOWB,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
0654-HMSHN,Male,No,Yes,Yes,Yes,Fiber optic,No,1
6719-OXYBR,Male,No,No,Yes,Yes,Fiber optic,No,0
3312-ZWLGF,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
6476-YHMGA,Female,No,Yes,Yes,Yes,DSL,No,0
5287-QWLKY,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
0795-XCCTE,Male,Yes,No,No internet service,Yes,No,No,0
0168-XZKBB,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
3785-NRHYR,Male,No,No,No internet service,Yes,No,No,0
5196-SGOAK,Female,No,No,No,Yes,Fiber optic,Yes,1
4537-DKTAL,Female,No,No,No,Yes,DSL,No,0
7072-MBHEV,Female,Yes,Yes,No,Yes,Fiber optic,Yes,0
5602-BVFMK,Female,No,No,No internet service,Yes,No,No,0
6297-NOOPG,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
1891-UAWWU,Female,Yes,Yes,Yes,Yes,Fiber optic,No,1
8204-TIFGJ,Female,No,No,No internet service,Yes,No,Yes,0
8050-DVOJX,Male,Yes,No,No,Yes,DSL,No,0
6108-OQZDQ,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
0363-QJVFX,Male,No,No,Yes,Yes,Fiber optic,Yes,1
8903-XEBGX,Male,No,No,No,Yes,DSL,Yes,0
8169-SAEJD,Male,Yes,Yes,Yes,No,DSL,No,0
9840-DVNDC,Male,No,No,Yes,Yes,Fiber optic,Yes,1
1089-XZWHH,Female,No,Yes,No internet service,Yes,No,Yes,0
2325-WINES,Female,No,No,Yes,Yes,Fiber optic,Yes,0
6064-ZATLR,Female,No,No,No,Yes,DSL,No,0
3096-JRDSO,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
7824-PANSQ,Male,No,No,No,Yes,Fiber optic,No,0
8042-JVNFH,Male,No,No,No,Yes,Fiber optic,Yes,1
9648-BCHKM,Female,No,Yes,No internet service,Yes,No,Yes,0
2888-ADFAO,Female,No,Yes,No internet service,Yes,No,Yes,0
8707-HOEDG,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
3374-LXDEV,Female,No,No,No,Yes,Fiber optic,No,1
4072-IPYLT,Female,No,Yes,No,Yes,DSL,No,0
7167-PCEYD,Male,No,No,No internet service,Yes,No,Yes,0
4936-YPJNK,Female,No,No,No internet service,Yes,No,Yes,0
1580-BMCMR,Male,Yes,No,No,Yes,Fiber optic,Yes,0
4817-KEQSP,Female,No,Yes,No internet service,Yes,No,No,0
6408-WHTEF,Male,No,Yes,Yes,Yes,DSL,Yes,0
9251-AWQGT,Female,No,Yes,No internet service,Yes,No,No,0
8749-CLJXC,Male,No,No,No internet service,Yes,No,No,0
7989-VCQOH,Male,No,Yes,Yes,Yes,DSL,No,0
5049-GLYVG,Male,No,No,No internet service,Yes,No,No,1
4199-QHJNM,Male,Yes,Yes,Yes,Yes,Fiber optic,No,0
8882-TLVRW,Male,No,Yes,No,No,DSL,No,0
5883-GTGVD,Male,No,No,Yes,Yes,Fiber optic,Yes,1
5135-GRQJV,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
2384-OVPSA,Female,Yes,No,No internet service,Yes,No,No,0
1371-WEPDS,Male,Yes,Yes,No,Yes,DSL,No,0
3580-GICBM,Female,No,Yes,No internet service,Yes,No,Yes,0
4817-QRJSX,Female,No,No,No,Yes,Fiber optic,Yes,1
9730-DRTMJ,Male,No,Yes,Yes,Yes,DSL,Yes,0
4686-UXDML,Female,No,No,Yes,Yes,Fiber optic,Yes,0
3349-ANQNH,Female,Yes,No,Yes,Yes,Fiber optic,Yes,0
2398-YPMUR,Female,Yes,Yes,No,Yes,Fiber optic,Yes,1
0932-YIXYU,Female,No,No,No internet service,Yes,No,No,0
7480-SPLEF,Male,No,Yes,No internet service,Yes,No,Yes,0
7636-XUHWW,Male,No,No,No internet service,Yes,No,Yes,0
1431-CYWMH,Female,No,Yes,No internet service,Yes,No,No,0
5937-EORGB,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
6349-JDHQP,Female,No,No,No internet service,Yes,No,No,0
5539-HIVAK,Female,Yes,Yes,No internet service,Yes,No,No,0
5847-MXBEO,Male,No,No,No internet service,Yes,No,No,0
9985-MWVIX,Female,No,No,No,Yes,Fiber optic,Yes,1
4583-PARNH,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
1116-FRYVH,Female,No,Yes,No,No,DSL,No,0
1421-HCERK,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
9633-XQABV,Female,No,No,No,Yes,Fiber optic,Yes,0
0716-BQNDX,Male,Yes,No,No,Yes,Fiber optic,No,0
1265-XTECC,Female,Yes,Yes,No,Yes,Fiber optic,Yes,1
1183-CANVH,Female,No,Yes,Yes,Yes,DSL,No,0
1972-XMUWV,Female,No,Yes,Yes,Yes,DSL,Yes,0
8679-LZBMD,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
3407-JMJQQ,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
6252-DFGTK,Female,No,Yes,No,Yes,DSL,No,0
1539-LNKHM,Female,No,No,No internet service,Yes,No,No,0
8645-KOMJQ,Male,No,Yes,Yes,Yes,DSL,Yes,0
0289-IVARM,Female,No,No,No,Yes,DSL,No,0
9761-XUJWD,Male,No,No,No,Yes,DSL,Yes,0
4057-FKCZK,Male,No,Yes,Yes,Yes,Fiber optic,No,0
4291-TPNFG,Male,No,Yes,No,Yes,DSL,Yes,0
6087-YPWHO,Male,No,Yes,No,Yes,DSL,No,0
3090-QFUVD,Female,No,No,No internet service,Yes,No,No,0
2237-ZFSMY,Female,No,No,Yes,Yes,Fiber optic,Yes,1
1722-LDZJS,Male,No,Yes,No internet service,Yes,No,No,0
1818-ESQMW,Female,No,No,No,Yes,Fiber optic,Yes,0
4871-JTKJF,Female,Yes,No,No,Yes,Fiber optic,Yes,1
1415-YFWLT,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
7401-RUBNK,Female,No,Yes,No,Yes,Fiber optic,No,0
0506-YLVKJ,Male,No,Yes,No internet service,Yes,No,Yes,0
8661-BOYNW,Female,No,Yes,Yes,Yes,DSL,Yes,0
6711-VTNRE,Female,No,No,No,Yes,Fiber optic,Yes,1
4815-GBTCD,Female,No,Yes,No,No,DSL,Yes,0
2805-AUFQN,Female,No,No,No internet service,Yes,No,No,0
0980-PVMRC,Female,No,Yes,Yes,No,DSL,Yes,0
7233-DRTRF,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
3500-RMZLT,Female,Yes,No,No,Yes,Fiber optic,Yes,1
3873-NFTGI,Male,No,No,No,Yes,DSL,Yes,0
1162-ECVII,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
7048-GXDAY,Male,No,No,Yes,Yes,Fiber optic,Yes,0
8571-ZCMCX,Female,No,Yes,Yes,No,DSL,Yes,0
1169-WCVAK,Male,No,Yes,No,Yes,Fiber optic,Yes,0
4548-SDBKE,Female,No,No,Yes,Yes,Fiber optic,Yes,1
8066-POXGX,Female,No,No,No,No,DSL,Yes,1
7129-CAKJW,Female,No,No,No,Yes,Fiber optic,No,0
8695-ARGXZ,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
3570-YUEKJ,Female,No,No,No,Yes,DSL,Yes,0
4143-OOBWZ,Male,No,Yes,No,Yes,Fiber optic,Yes,1
1555-HAPSU,Female,No,Yes,No internet service,Yes,No,No,0
1697-NVVGY,Male,Yes,Yes,Yes,Yes,DSL,No,0
7854-EKTJL,Female,No,No,No internet service,Yes,No,Yes,1
8464-EETCQ,Male,No,No,No internet service,Yes,No,No,0
2419-FSORS,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
8132-YPVBX,Female,No,No,No,Yes,Fiber optic,Yes,0
9102-IAYHT,Female,No,Yes,No,Yes,Fiber optic,Yes,1
6754-LZUKA,Male,No,Yes,Yes,Yes,DSL,No,0
3422-LYEPQ,Male,No,Yes,No,Yes,Fiber optic,Yes,1
8099-MZPUJ,Male,No,Yes,Yes,Yes,Fiber optic,No,0
0787-LHDYT,Male,No,No,No internet service,Yes,No,Yes,0
2642-DTVCO,Male,Yes,No,No,Yes,Fiber optic,Yes,1
0374-IOEGQ,Female,No,No,No,Yes,DSL,No,0
4361-JEIVL,Male,No,No,No,Yes,DSL,Yes,1
3197-NNYNB,Male,No,No,Yes,Yes,Fiber optic,No,0
3396-DKDEL,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
1752-OZXFY,Male,No,Yes,Yes,Yes,DSL,Yes,0
9066-QRSDU,Female,No,Yes,No internet service,Yes,No,Yes,0
9112-WSNPU,Female,Yes,No,No,Yes,Fiber optic,No,0
9867-NNXLC,Female,No,No,No internet service,Yes,No,Yes,0
5321-NTRKC,Male,No,Yes,Yes,Yes,DSL,No,0
1363-TXLSL,Male,Yes,Yes,No,Yes,Fiber optic,Yes,1
9507-EXLTT,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
3161-GETRM,Male,No,Yes,No,Yes,Fiber optic,Yes,0
0402-OAMEN,Female,No,Yes,No internet service,Yes,No,No,0
6933-VLYFX,Male,No,Yes,Yes,No,DSL,No,0
6754-WKSHP,Male,No,No,No internet service,Yes,No,No,0
9846-GKXAS,Female,No,No,Yes,Yes,Fiber optic,Yes,1
6017-PPLPX,Male,No,Yes,No,Yes,Fiber optic,Yes,1
4976-LNFVV,Male,Yes,Yes,No,No,DSL,Yes,0
5055-MGMGF,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
4641-FROLU,Female,No,Yes,No internet service,Yes,No,No,0
2862-JVEOY,Male,No,No,No internet service,Yes,No,No,0
2969-QWUBZ,Female,No,No,Yes,No,DSL,No,0
9822-BIIGN,Male,No,Yes,No,Yes,DSL,No,0
2077-MPJQO,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
1534-OULXE,Female,No,Yes,No,Yes,DSL,Yes,0
7136-RVDTZ,Male,Yes,No,Yes,No,DSL,Yes,1
2971-SGAFL,Female,No,No,Yes,Yes,DSL,Yes,0
1480-IVEVR,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
2905-KFQUV,Female,No,Yes,No,Yes,Fiber optic,Yes,0
4581-SSPWD,Female,No,No,No,Yes,Fiber optic,Yes,1
3370-HXOPH,Female,No,No,No,Yes,Fiber optic,No,0
9391-YZEJW,Female,No,No,Yes,Yes,Fiber optic,Yes,0
9958-MEKUC,Male,No,Yes,No,Yes,Fiber optic,No,0
0281-CNTZX,Male,No,Yes,No internet service,Yes,No,Yes,0
6927-WTFIV,Male,Yes,No,No,Yes,Fiber optic,No,1
4118-CEVPF,Female,Yes,No,Yes,Yes,Fiber optic,Yes,0
3398-ZOUAA,Male,Yes,Yes,No,Yes,Fiber optic,Yes,1
9114-VEPUF,Male,No,Yes,No,Yes,Fiber optic,No,0
7876-BEUTG,Female,No,No,No,Yes,DSL,Yes,0
2338-BQEZT,Female,No,No,No,Yes,DSL,Yes,0
9873-MNDKV,Female,No,No,No,Yes,DSL,Yes,0
0378-NHQXU,Female,No,Yes,Yes,Yes,Fiber optic,No,1
8241-JUIQO,Female,No,No,No internet service,Yes,No,No,0
2194-IIQOF,Female,No,Yes,Yes,Yes,DSL,No,0
4512-ZUIYL,Female,No,No,No,Yes,Fiber optic,No,1
9631-RXVJM,Male,No,No,No internet service,Yes,No,No,0
9584-EXCDZ,Female,No,No,No,Yes,Fiber optic,No,0
7969-AULMZ,Female,No,No,Yes,Yes,Fiber optic,Yes,1
5093-FEGLU,Female,No,Yes,No internet service,Yes,No,No,0
2621-UDNLU,Female,No,Yes,No internet service,Yes,No,No,0
7526-IVLYU,Male,No,No,No internet service,Yes,No,Yes,0
2428-HYUNX,Male,Yes,Yes,No internet service,Yes,No,Yes,0
9214-EKVXR,Female,No,No,No,Yes,DSL,Yes,0
3410-MHHUM,Female,No,Yes,No,Yes,Fiber optic,No,0
0568-ONFPC,Male,No,Yes,No internet service,Yes,No,Yes,1
0733-VUNUW,Male,No,No,No,Yes,DSL,Yes,1
4550-EVXNY,Female,No,No,No,Yes,Fiber optic,Yes,1
2122-YWVYA,Female,No,No,No,Yes,Fiber optic,Yes,0
2968-SSGAA,Female,No,No,Yes,Yes,Fiber optic,Yes,1
2296-DKZFP,Female,No,Yes,No,Yes,DSL,No,0
4844-JJWUY,Female,Yes,No,No,Yes,Fiber optic,Yes,1
6777-TGHTM,Female,No,No,Yes,Yes,Fiber optic,Yes,1
8909-BOLNL,Male,No,No,No internet service,Yes,No,No,0
6603-YRDCJ,Male,No,Yes,No,Yes,DSL,Yes,0
3538-WZPHD,Male,No,No,No,No,DSL,Yes,1
3229-USWAR,Female,No,No,Yes,Yes,DSL,Yes,0
2138-VFAPZ,Female,No,Yes,No internet service,Yes,No,Yes,0
6131-JLWZM,Female,No,No,No internet service,Yes,No,Yes,0
4785-QRJHC,Male,Yes,Yes,Yes,No,DSL,Yes,1
0269-XFESX,Male,No,Yes,No internet service,Yes,No,No,0
1709-EJDOX,Female,No,Yes,No internet service,Yes,No,No,0
4316-XCSLJ,Male,No,No,No,Yes,DSL,Yes,0
8610-WFCJF,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
9693-XMUOB,Male,Yes,Yes,Yes,No,DSL,Yes,0
0383-CLDDA,Female,No,No,Yes,Yes,DSL,Yes,0
4905-JEFDW,Male,No,No,Yes,No,DSL,Yes,1
2709-UQGNP,Male,No,No,No,Yes,DSL,Yes,0
3549-ZTMNH,Male,No,Yes,No internet service,Yes,No,Yes,0
7881-INRLC,Male,No,No,Yes,Yes,Fiber optic,Yes,1
8033-ATFAS,Female,No,Yes,Yes,Yes,DSL,Yes,0
1635-NZATJ,Male,Yes,Yes,No internet service,Yes,No,No,0
0562-HKHML,Male,No,Yes,No internet service,Yes,No,No,0
8277-RVRSV,Female,No,Yes,No internet service,Yes,No,No,0
9943-VSZUV,Male,Yes,No,No,Yes,Fiber optic,Yes,0
0117-LFRMW,Male,No,Yes,No,No,DSL,No,1
6172-FECYY,Male,No,Yes,Yes,Yes,Fiber optic,No,1
7054-ENNGU,Female,No,Yes,No,Yes,DSL,No,0
1455-HFBXA,Male,No,Yes,No,Yes,Fiber optic,Yes,0
9402-CXWPL,Female,No,No,Yes,Yes,Fiber optic,No,0
1628-BIZYP,Male,No,No,No,Yes,Fiber optic,Yes,0
1965-AKTSX,Female,Yes,No,No,Yes,Fiber optic,Yes,1
0082-LDZUE,Male,No,No,No,Yes,DSL,Yes,0
4786-UKSNZ,Male,No,No,No internet service,Yes,No,No,1
5343-SGUBI,Female,No,No,No,Yes,Fiber optic,Yes,0
0856-NAOES,Male,No,No,Yes,Yes,DSL,No,0
1976-AZZPJ,Male,No,Yes,No,No,DSL,No,0
7248-VZQLC,Female,Yes,No,No,Yes,Fiber optic,Yes,1
6156-UZDLF,Female,No,No,No,Yes,Fiber optic,Yes,0
3099-OONVS,Male,No,Yes,No,Yes,DSL,No,0
9500-WBGRP,Male,No,No,No internet service,Yes,No,Yes,0
5183-KLYEM,Female,No,No,Yes,Yes,Fiber optic,Yes,0
5144-PQCDZ,Male,No,No,No internet service,Yes,No,Yes,0
8514-VZHEB,Male,No,Yes,No internet service,Yes,No,No,0
6625-IUTTT,Male,No,No,No,Yes,DSL,No,0
9355-NPPFS,Female,Yes,No,No,Yes,Fiber optic,Yes,0
0068-FIGTF,Female,No,No,Yes,Yes,DSL,No,0
5965-GGPRW,Male,No,Yes,Yes,Yes,Fiber optic,No,0
8035-PWSEV,Female,No,No,No,Yes,Fiber optic,Yes,0
2236-HILPA,Male,No,Yes,No internet service,Yes,No,No,0
1840-BIUOG,Male,No,No,Yes,Yes,DSL,Yes,0
1356-MKYSK,Male,No,No,Yes,Yes,DSL,No,0
6080-LNESI,Male,No,No,No internet service,Yes,No,No,0
1830-IPXVJ,Female,No,Yes,No internet service,Yes,No,No,0
5828-DWPIL,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
8398-TBIYD,Female,No,No,No,Yes,Fiber optic,Yes,0
0011-IGKFF,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
4192-GORJT,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
6496-SLWHQ,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
9912-GVSEQ,Female,Yes,Yes,No,Yes,Fiber optic,Yes,1
2931-FSOHN,Male,Yes,No,Yes,Yes,DSL,Yes,0
9418-RUKPH,Female,No,Yes,No internet service,Yes,No,Yes,0
5383-MMTWC,Female,Yes,Yes,No,Yes,Fiber optic,Yes,1
9971-ZWPBF,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
4712-AUQZO,Male,No,No,No,No,DSL,No,0
9711-FJTBX,Male,No,Yes,No,Yes,Fiber optic,Yes,0
2908-ZTPNF,Female,No,No,No,No,DSL,Yes,0
7240-ETPTR,Female,No,Yes,Yes,No,DSL,Yes,1
2202-CUYXZ,Male,No,No,Yes,Yes,Fiber optic,Yes,1
5995-OIGLP,Male,No,No,No,Yes,DSL,No,1
8421-WZOOW,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
6261-RCVNS,Female,No,No,No,Yes,DSL,No,1
7951-QKZPL,Female,No,Yes,No internet service,Yes,No,Yes,1
1414-YADCW,Male,No,Yes,No,Yes,Fiber optic,No,0
8756-RDDLT,Female,No,No,No,No,DSL,No,0
2862-PFNIK,Male,No,No,No,No,DSL,Yes,0
5816-QVHRX,Female,No,No,Yes,Yes,Fiber optic,No,0
4430-YHXGG,Female,No,No,No internet service,Yes,No,Yes,0
6888-SBYAI,Male,No,No,No,Yes,DSL,Yes,0
7395-XWZOY,Male,No,No,Yes,No,DSL,Yes,0
7169-YWAMK,Male,No,Yes,Yes,Yes,DSL,No,0
3640-PHQXK,Female,No,No,No,Yes,Fiber optic,Yes,1
6877-LGWXO,Male,Yes,Yes,No,Yes,Fiber optic,No,1
6859-RKMZJ,Male,No,Yes,Yes,Yes,DSL,Yes,0
2729-VNVAP,Female,No,Yes,No internet service,Yes,No,No,0
2957-JIRMN,Female,Yes,No,Yes,Yes,Fiber optic,No,0
2049-BAFNW,Female,No,No,No,No,DSL,No,0
3842-QTGDL,Male,No,Yes,No,Yes,Fiber optic,No,0
7163-OCEQI,Male,No,Yes,Yes,Yes,DSL,Yes,0
9782-LGXMC,Female,No,Yes,No,Yes,DSL,No,0
5975-BAICR,Male,No,Yes,No,Yes,DSL,Yes,0
8019-ENHXU,Male,No,Yes,No,Yes,Fiber optic,Yes,1
5167-GBFRE,Male,Yes,No,No,No,DSL,Yes,1
9033-EOXWV,Female,No,No,Yes,Yes,DSL,No,1
4673-KKSLS,Female,No,No,No,Yes,Fiber optic,No,0
4853-OITSN,Male,No,Yes,No,Yes,Fiber optic,Yes,0
9800-OUIGR,Male,No,Yes,No internet service,Yes,No,No,0
1324-NLTJE,Female,Yes,No,No,Yes,DSL,No,1
2324-EFHVG,Male,No,No,Yes,Yes,Fiber optic,Yes,0
7094-MSZAO,Male,No,Yes,No internet service,Yes,No,Yes,0
1522-VVDMG,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
6907-CQGPN,Male,No,No,No,No,DSL,No,0
0780-XNZFN,Male,No,No,No internet service,Yes,No,No,0
0239-OXEXL,Female,No,No,No,Yes,Fiber optic,No,0
2675-IJRGJ,Male,No,No,No internet service,Yes,No,No,0
7049-GKVZY,Female,No,No,Yes,Yes,DSL,No,0
8577-QSOCG,Female,No,Yes,No internet service,Yes,No,Yes,0
3721-CNZHX,Male,No,No,No internet service,Yes,No,No,0
0212-ISBBF,Female,No,No,Yes,No,DSL,Yes,0
9185-TQCVP,Male,No,Yes,No,Yes,Fiber optic,Yes,1
3585-YNADK,Female,No,Yes,Yes,Yes,DSL,No,0
5271-DBYSJ,Male,Yes,No,No,Yes,Fiber optic,Yes,0
1099-GODLO,Female,No,Yes,No internet service,Yes,No,No,0
6828-HMKWP,Male,No,Yes,No internet service,Yes,No,No,0
5567-WSELE,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,1
1472-TNCWL,Male,No,No,Yes,Yes,Fiber optic,Yes,0
8063-RJYNF,Male,No,No,Yes,Yes,Fiber optic,Yes,1
0687-ZVTHB,Male,No,Yes,No,Yes,DSL,No,1
2080-GKCWQ,Male,No,No,No,Yes,Fiber optic,No,0
9661-ACXBS,Female,No,No,Yes,Yes,Fiber optic,Yes,1
2193-SFWQW,Male,No,Yes,Yes,Yes,Fiber optic,No,0
5656-JAMLX,Male,No,No,No internet service,Yes,No,No,0
3462-BJQQA,Female,No,No,Yes,Yes,Fiber optic,Yes,0
0442-TDYUO,Male,No,Yes,No internet service,Yes,No,Yes,0
6733-LRIZX,Male,No,No,Yes,Yes,Fiber optic,Yes,0
9503-XJUME,Male,No,No,No internet service,Yes,No,No,0
